Review ID,Review,Overall sentiment (Annotator),Explicit Aspect,Implicit Aspect phrase,Category,Explicit Opinion ,Implicit Opinion  phrase,Sentiment towards aspect
140,"No answer on the phone when trying to get a hold of room service and housekeeping. Not that clean. 
The beds are not comfortable and the room is very hot and couldn’t fix the temperature on the AC.",Negative,housekeeping,,Housekeeping,null,No answer,Negative
140,"No answer on the phone when trying to get a hold of room service and housekeeping. Not that clean. 
The beds are not comfortable and the room is very hot and couldn’t fix the temperature on the AC.",Negative,room service ,-,Room services,null,No answer,Negative
140,"No answer on the phone when trying to get a hold of room service and housekeeping. Not that clean. 
The beds are not comfortable and the room is very hot and couldn’t fix the temperature on the AC.",Negative,AC,,Engineering,null,couldn’t fix the temperature ,Negative
141,"The hotel is clean and the rooms are big enough in size. 10 Mins walk from Alhamra Corniche and nearby to Laundry services and Grocery stores. Hosts a buffet breakfast at the top floor.
However if you want to stay near the Jeddah Corniche center then should look for places further up north. Al hamra is a quieter south side of the Jeddah Corniche, though well connected through Ubers and taxis.",Positive,rooms ,,Room,big ,,Positive
141,"The hotel is clean and the rooms are big enough in size. 10 Mins walk from Alhamra Corniche and nearby to Laundry services and Grocery stores. Hosts a buffet breakfast at the top floor.
However if you want to stay near the Jeddah Corniche center then should look for places further up north. Al hamra is a quieter south side of the Jeddah Corniche, though well connected through Ubers and taxis.",Positive,hotel ,-,Housekeeping,clean ,,Positive
141,"The hotel is clean and the rooms are big enough in size. 10 Mins walk from Alhamra Corniche and nearby to Laundry services and Grocery stores. Hosts a buffet breakfast at the top floor.
However if you want to stay near the Jeddah Corniche center then should look for places further up north. Al hamra is a quieter south side of the Jeddah Corniche, though well connected through Ubers and taxis.",Positive,breakfast ,,General,null,Hosts a buffet at the top floor,Positive
141,"The hotel is clean and the rooms are big enough in size. 10 Mins walk from Alhamra Corniche and nearby to Laundry services and Grocery stores. Hosts a buffet breakfast at the top floor.
However if you want to stay near the Jeddah Corniche center then should look for places further up north. Al hamra is a quieter south side of the Jeddah Corniche, though well connected through Ubers and taxis.",Positive,null,,Location,null,10 Mins walk from Alhamra Corniche,Positive
142,I like to stay there very neat and clean .comfortble mattress and pillows . Electric cattle shampoo  shower gel teeth care  all  avaible and service able.,Positive,null,Electric cattle shampoo  shower gel teeth care,Amenities ,avaible ,,Positive
142,I like to stay there very neat and clean .comfortble mattress and pillows . Electric cattle shampoo  shower gel teeth care  all  avaible and service able.,Positive,stay ,-,General,like ,,Positive
142,I like to stay there very neat and clean .comfortble mattress and pillows . Electric cattle shampoo  shower gel teeth care  all  avaible and service able.,Positive,mattress and pillows ,,Furniture ,mattress and pillows ,,Positive
142,I like to stay there very neat and clean .comfortble mattress and pillows . Electric cattle shampoo  shower gel teeth care  all  avaible and service able.,Positive,null,,Housekeeping,neat and clean,,Positive
143,"The hotel itself is rather disappointing, for that much money anywhere in the Kingdom you can get much-much better accomodation. The rooms are smelly, dirty, there wwere clear sings that there have not been any kind of cleaning under the beds ofr ages. Do not opt for a breakfast - the hotel does not have a restaurant on its own. they offer the services of the nearby Banglai restaurant, but the hotel charges 25sar for the breakfast, that costs 4 sar in teh restaurant.",Negative,rooms ,,Housekeeping, smelly dirty,,Negative
143,"The hotel itself is rather disappointing, for that much money anywhere in the Kingdom you can get much-much better accomodation. The rooms are smelly, dirty, there wwere clear sings that there have not been any kind of cleaning under the beds ofr ages. Do not opt for a breakfast - the hotel does not have a restaurant on its own. they offer the services of the nearby Banglai restaurant, but the hotel charges 25sar for the breakfast, that costs 4 sar in teh restaurant.",Negative,hotel ,-,General,disappointing,,Negative
143,"The hotel itself is rather disappointing, for that much money anywhere in the Kingdom you can get much-much better accomodation. The rooms are smelly, dirty, there wwere clear sings that there have not been any kind of cleaning under the beds ofr ages. Do not opt for a breakfast - the hotel does not have a restaurant on its own. they offer the services of the nearby Banglai restaurant, but the hotel charges 25sar for the breakfast, that costs 4 sar in teh restaurant.",Negative,breakfast ,,Amenities ,null,not have a restaurant,Negative
143,"The hotel itself is rather disappointing, for that much money anywhere in the Kingdom you can get much-much better accomodation. The rooms are smelly, dirty, there wwere clear sings that there have not been any kind of cleaning under the beds ofr ages. Do not opt for a breakfast - the hotel does not have a restaurant on its own. they offer the services of the nearby Banglai restaurant, but the hotel charges 25sar for the breakfast, that costs 4 sar in teh restaurant.",Negative,null,that much money,Value,null,get much-much better accomodation,Negative
144,"Lack of toiletries.
1 towel for 4 people. 
The window curtains were not dark, there was light in the room at 5:30 in the morning even with the curtains.",Negative,toiletries,-,Amenities ,Lack,,Negative
144,"Lack of toiletries.
1 towel for 4 people. 
The window curtains were not dark, there was light in the room at 5:30 in the morning even with the curtains.",Negative,curtains,-,Front office,null,not dark,Negative
145,Reasonable breakfast. Good size of room. Nice facilities and I appreciated the blackout curtains. Location is very close to Falastin street with tons of restaurants and also a 10 min walk to the Corniche.,Positive,room,-,Room, Good size,,Positive
145,Reasonable breakfast. Good size of room. Nice facilities and I appreciated the blackout curtains. Location is very close to Falastin street with tons of restaurants and also a 10 min walk to the Corniche.,Positive,curtains,-,Furniture ,appreciated ,,Positive
145,Reasonable breakfast. Good size of room. Nice facilities and I appreciated the blackout curtains. Location is very close to Falastin street with tons of restaurants and also a 10 min walk to the Corniche.,Positive,Location ,,Location,close to,,Positive
145,Reasonable breakfast. Good size of room. Nice facilities and I appreciated the blackout curtains. Location is very close to Falastin street with tons of restaurants and also a 10 min walk to the Corniche.,Positive,facilities ,-,Amenities ,Nice ,,Positive
145,Reasonable breakfast. Good size of room. Nice facilities and I appreciated the blackout curtains. Location is very close to Falastin street with tons of restaurants and also a 10 min walk to the Corniche.,Positive,breakfast,-,Food and beverage,Reasonable ,,Positive
146,"1- Poor quality of WIFI in the room.
2- Bathrooms were big but there was no toiletries , not properly cleaned and there was smell.
3- Since hotel is located on main road so room was very noisy , windows and curtains were damaged.
4- For short stay its good choice specially if you are coming from Riyadh to Makkah for Umrah. 
5- Not recommend for long stay specially with family.",Nuetral ,Bathrooms ,,General,big ,,Positive
146,"1- Poor quality of WIFI in the room.
2- Bathrooms were big but there was no toiletries , not properly cleaned and there was smell.
3- Since hotel is located on main road so room was very noisy , windows and curtains were damaged.
4- For short stay its good choice specially if you are coming from Riyadh to Makkah for Umrah. 
5- Not recommend for long stay specially with family.",Nuetral ,curtains,,Furniture ,damaged,,Negative
146,"1- Poor quality of WIFI in the room.
2- Bathrooms were big but there was no toiletries , not properly cleaned and there was smell.
3- Since hotel is located on main road so room was very noisy , windows and curtains were damaged.
4- For short stay its good choice specially if you are coming from Riyadh to Makkah for Umrah. 
5- Not recommend for long stay specially with family.",Nuetral ,windows,,Furniture ,damaged,,Negative
146,"1- Poor quality of WIFI in the room.
2- Bathrooms were big but there was no toiletries , not properly cleaned and there was smell.
3- Since hotel is located on main road so room was very noisy , windows and curtains were damaged.
4- For short stay its good choice specially if you are coming from Riyadh to Makkah for Umrah. 
5- Not recommend for long stay specially with family.",Nuetral ,null,For short stay,General,good,,Positive
146,"1- Poor quality of WIFI in the room.
2- Bathrooms were big but there was no toiletries , not properly cleaned and there was smell.
3- Since hotel is located on main road so room was very noisy , windows and curtains were damaged.
4- For short stay its good choice specially if you are coming from Riyadh to Makkah for Umrah. 
5- Not recommend for long stay specially with family.",Nuetral ,located ,,Location,noisy ,,Negative
146,"1- Poor quality of WIFI in the room.
2- Bathrooms were big but there was no toiletries , not properly cleaned and there was smell.
3- Since hotel is located on main road so room was very noisy , windows and curtains were damaged.
4- For short stay its good choice specially if you are coming from Riyadh to Makkah for Umrah. 
5- Not recommend for long stay specially with family.",Nuetral ,Bathrooms ,,Housekeeping,null,not properly cleaned,Negative
146,"1- Poor quality of WIFI in the room.
2- Bathrooms were big but there was no toiletries , not properly cleaned and there was smell.
3- Since hotel is located on main road so room was very noisy , windows and curtains were damaged.
4- For short stay its good choice specially if you are coming from Riyadh to Makkah for Umrah. 
5- Not recommend for long stay specially with family.",Nuetral ,toiletries ,,Amenities ,null,no,Negative
146,"1- Poor quality of WIFI in the room.
2- Bathrooms were big but there was no toiletries , not properly cleaned and there was smell.
3- Since hotel is located on main road so room was very noisy , windows and curtains were damaged.
4- For short stay its good choice specially if you are coming from Riyadh to Makkah for Umrah. 
5- Not recommend for long stay specially with family.",Nuetral ,null,for long stay,General,null,Not recommend,Negative
146,"1- Poor quality of WIFI in the room.
2- Bathrooms were big but there was no toiletries , not properly cleaned and there was smell.
3- Since hotel is located on main road so room was very noisy , windows and curtains were damaged.
4- For short stay its good choice specially if you are coming from Riyadh to Makkah for Umrah. 
5- Not recommend for long stay specially with family.",Nuetral ,WIFI ,-,Amenities ,Poor ,,Negative
,,,,,,,,
148,"Superb technology used in bedroom , toch pad shower, all things in your room you can control thru Smart LED and its remote like light on/off, curtains , AC. You can set alarm as well on LED which will remind/wake you up through telephone bell ring, one phone set is available in washroom as well, to wash feet , there is seperate tap.",Positive,phone,,Amenities ,available,,Positive
148,"Superb technology used in bedroom , toch pad shower, all things in your room you can control thru Smart LED and its remote like light on/off, curtains , AC. You can set alarm as well on LED which will remind/wake you up through telephone bell ring, one phone set is available in washroom as well, to wash feet , there is seperate tap.",Positive,technology,-,Amenities ,Superb,,Positive
149,"Very nice room, so clean and comfortable and very quite and good black out curtains.",Positive,room,-,Room, nice clean comfortable ,,Positive
149,"Very nice room, so clean and comfortable and very quite and good black out curtains.",Positive,curtains,-,Furniture ,good,,Positive
150,"Parking only for 5 cars and in the underground parking very small for 4 cars and you will be lucky if you doesnt hit the walls.
Most of visitors parking in the garden parking if you lucky and find one.
Room service very bad I didnt find towles in the room when I checkin and pay the money.
Theybring them after more than 8 hours and were  two smelly towles for a family of 5.
When you ask for shampoo or shower gell they bring 1 or 2 only.
I asked for room service after 2 days stay and they apologize that room service will be after 5 hours.
Carpet was unclean and curtains need to be fixed.
The price does not match the value of the stay.
You pay in advance and you cannot refund and you have to face these problems.",Negative,Room service,-,Room services,bad,,Negative
150,"Parking only for 5 cars and in the underground parking very small for 4 cars and you will be lucky if you doesnt hit the walls.
Most of visitors parking in the garden parking if you lucky and find one.
Room service very bad I didnt find towles in the room when I checkin and pay the money.
Theybring them after more than 8 hours and were  two smelly towles for a family of 5.
When you ask for shampoo or shower gell they bring 1 or 2 only.
I asked for room service after 2 days stay and they apologize that room service will be after 5 hours.
Carpet was unclean and curtains need to be fixed.
The price does not match the value of the stay.
You pay in advance and you cannot refund and you have to face these problems.",Negative,price,-,Value,null,does not match the value,Negative
150,"Parking only for 5 cars and in the underground parking very small for 4 cars and you will be lucky if you doesnt hit the walls.
Most of visitors parking in the garden parking if you lucky and find one.
Room service very bad I didnt find towles in the room when I checkin and pay the money.
Theybring them after more than 8 hours and were  two smelly towles for a family of 5.
When you ask for shampoo or shower gell they bring 1 or 2 only.
I asked for room service after 2 days stay and they apologize that room service will be after 5 hours.
Carpet was unclean and curtains need to be fixed.
The price does not match the value of the stay.
You pay in advance and you cannot refund and you have to face these problems.",Negative,towles,-,Amenities ,null,didnt find,Negative
150,"Parking only for 5 cars and in the underground parking very small for 4 cars and you will be lucky if you doesnt hit the walls.
Most of visitors parking in the garden parking if you lucky and find one.
Room service very bad I didnt find towles in the room when I checkin and pay the money.
Theybring them after more than 8 hours and were  two smelly towles for a family of 5.
When you ask for shampoo or shower gell they bring 1 or 2 only.
I asked for room service after 2 days stay and they apologize that room service will be after 5 hours.
Carpet was unclean and curtains need to be fixed.
The price does not match the value of the stay.
You pay in advance and you cannot refund and you have to face these problems.",Negative,curtains,-,Engineering,null ,need to be fixed,Negative
150,"Parking only for 5 cars and in the underground parking very small for 4 cars and you will be lucky if you doesnt hit the walls.
Most of visitors parking in the garden parking if you lucky and find one.
Room service very bad I didnt find towles in the room when I checkin and pay the money.
Theybring them after more than 8 hours and were  two smelly towles for a family of 5.
When you ask for shampoo or shower gell they bring 1 or 2 only.
I asked for room service after 2 days stay and they apologize that room service will be after 5 hours.
Carpet was unclean and curtains need to be fixed.
The price does not match the value of the stay.
You pay in advance and you cannot refund and you have to face these problems.",Negative,Parking,-,Amenities ,small,,Negative
150,"Parking only for 5 cars and in the underground parking very small for 4 cars and you will be lucky if you doesnt hit the walls.
Most of visitors parking in the garden parking if you lucky and find one.
Room service very bad I didnt find towles in the room when I checkin and pay the money.
Theybring them after more than 8 hours and were  two smelly towles for a family of 5.
When you ask for shampoo or shower gell they bring 1 or 2 only.
I asked for room service after 2 days stay and they apologize that room service will be after 5 hours.
Carpet was unclean and curtains need to be fixed.
The price does not match the value of the stay.
You pay in advance and you cannot refund and you have to face these problems.",Negative,towles,-,Housekeeping,smelly,,Negative
150,"Parking only for 5 cars and in the underground parking very small for 4 cars and you will be lucky if you doesnt hit the walls.
Most of visitors parking in the garden parking if you lucky and find one.
Room service very bad I didnt find towles in the room when I checkin and pay the money.
Theybring them after more than 8 hours and were  two smelly towles for a family of 5.
When you ask for shampoo or shower gell they bring 1 or 2 only.
I asked for room service after 2 days stay and they apologize that room service will be after 5 hours.
Carpet was unclean and curtains need to be fixed.
The price does not match the value of the stay.
You pay in advance and you cannot refund and you have to face these problems.",Negative,Carpet,-,Housekeeping,unclean,,Negative
151,cleanness not good. No Bidet in toilet  MADE ME VERY SAD . .no towels . no tissues . no black out curtains .no room service.bad response for telephone from the room.,Negative,telephone,-,Furniture ,bad,,Negative
151,cleanness not good. No Bidet in toilet  MADE ME VERY SAD . .no towels . no tissues . no black out curtains .no room service.bad response for telephone from the room.,Negative,Bidet,-,Furniture ,null,not good,Negative
151,cleanness not good. No Bidet in toilet  MADE ME VERY SAD . .no towels . no tissues . no black out curtains .no room service.bad response for telephone from the room.,Negative,black out curtains,-,Furniture ,null,no,Negative
151,cleanness not good. No Bidet in toilet  MADE ME VERY SAD . .no towels . no tissues . no black out curtains .no room service.bad response for telephone from the room.,Negative,cleanness ,-,Housekeeping,null,not good,Negative
151,cleanness not good. No Bidet in toilet  MADE ME VERY SAD . .no towels . no tissues . no black out curtains .no room service.bad response for telephone from the room.,Negative,room service,-,Room services,null,no,Negative
151,cleanness not good. No Bidet in toilet  MADE ME VERY SAD . .no towels . no tissues . no black out curtains .no room service.bad response for telephone from the room.,Negative,tissues,-,Housekeeping,null,no,Negative
151,cleanness not good. No Bidet in toilet  MADE ME VERY SAD . .no towels . no tissues . no black out curtains .no room service.bad response for telephone from the room.,Negative,towels,-,Room services,null,no,Negative
152,"Location, soundproofing and the blackout curtains which blocks the ouside lights.",Positive,blackout curtains,-,Furniture ,null,blocks the ouside lights.,Positive
152,"Location, soundproofing and the blackout curtains which blocks the ouside lights.",Positive,Location,-,Location,null,,Positive
152,"Location, soundproofing and the blackout curtains which blocks the ouside lights.",Positive,soundproofing,-,General,null,,Positive
153,"Dinner, not much variety. Taste is average.",Negative,Taste ,-,Food and beverage,average,,Nuetral 
153,"Dinner, not much variety. Taste is average.",Negative,Dinner,-,Food and beverage,null,not much variety,Negative
154,They gave us a free upgrade and the room was really great. We also had buffet dinner as a surprise and the dinner was exceptional. The hotel is really old but they have maintained it perfectly. Mashjid Al Nabawi is really near. Staffs of this hotel are the best. They were always there to serve us.,Positive,Staffs,-,Human Resources ,best,,Positive
154,They gave us a free upgrade and the room was really great. We also had buffet dinner as a surprise and the dinner was exceptional. The hotel is really old but they have maintained it perfectly. Mashjid Al Nabawi is really near. Staffs of this hotel are the best. They were always there to serve us.,Positive,dinner,-,Food and beverage,exceptional,,Positive
154,They gave us a free upgrade and the room was really great. We also had buffet dinner as a surprise and the dinner was exceptional. The hotel is really old but they have maintained it perfectly. Mashjid Al Nabawi is really near. Staffs of this hotel are the best. They were always there to serve us.,Positive,upgrade,-,Value,Free ,,Positive
154,They gave us a free upgrade and the room was really great. We also had buffet dinner as a surprise and the dinner was exceptional. The hotel is really old but they have maintained it perfectly. Mashjid Al Nabawi is really near. Staffs of this hotel are the best. They were always there to serve us.,Positive,room,-,Room,great,,Positive
154,They gave us a free upgrade and the room was really great. We also had buffet dinner as a surprise and the dinner was exceptional. The hotel is really old but they have maintained it perfectly. Mashjid Al Nabawi is really near. Staffs of this hotel are the best. They were always there to serve us.,Positive,null,it,General,maintained,,Positive
154,They gave us a free upgrade and the room was really great. We also had buffet dinner as a surprise and the dinner was exceptional. The hotel is really old but they have maintained it perfectly. Mashjid Al Nabawi is really near. Staffs of this hotel are the best. They were always there to serve us.,Positive,null,Mashjid Al Nabawi,Location,near,,Positive
154,They gave us a free upgrade and the room was really great. We also had buffet dinner as a surprise and the dinner was exceptional. The hotel is really old but they have maintained it perfectly. Mashjid Al Nabawi is really near. Staffs of this hotel are the best. They were always there to serve us.,Positive,null,they,Human Resources ,null,always there to serve,Positive
154,They gave us a free upgrade and the room was really great. We also had buffet dinner as a surprise and the dinner was exceptional. The hotel is really old but they have maintained it perfectly. Mashjid Al Nabawi is really near. Staffs of this hotel are the best. They were always there to serve us.,Positive,dinner,-,Food and beverage,null,surprise,Positive
154,They gave us a free upgrade and the room was really great. We also had buffet dinner as a surprise and the dinner was exceptional. The hotel is really old but they have maintained it perfectly. Mashjid Al Nabawi is really near. Staffs of this hotel are the best. They were always there to serve us.,Positive,hotel,-,General,old,,Negative
155,"The quality  and the variety of the food need to be improved
I had Breakfast, lunch and dinner there, and all were the same level",Negative,food,-,Food and beverage,null,need to be improved,Negative
156,"There are basics that may ruin the whole experience, although they are small. Below are few examples
1. Some of the furniture looks dirty (e.g. tables). I contacted the management and housekeeping and they claim that due to the “sun and heat” they look dirty as the color has faded and there is nothing they can do about it. You would expect a 5 stars to be able to simply purchase better furniture. 
2. I have requested a “newly wed package” that includes dinner and room decorations (flowers, cake, etc) and they were not present during the agreed time which ruined the whole experience. After about 5,000 calls to management they apologized and offered free lunch. 
My experience was not at all pleasant, and I suggest you visit other five stars hotels if you want a more luxurious experience and get your money worth",Negative,furniture,-,Furniture ,dirty,,Negative
156,"There are basics that may ruin the whole experience, although they are small. Below are few examples
1. Some of the furniture looks dirty (e.g. tables). I contacted the management and housekeeping and they claim that due to the “sun and heat” they look dirty as the color has faded and there is nothing they can do about it. You would expect a 5 stars to be able to simply purchase better furniture. 
2. I have requested a “newly wed package” that includes dinner and room decorations (flowers, cake, etc) and they were not present during the agreed time which ruined the whole experience. After about 5,000 calls to management they apologized and offered free lunch. 
My experience was not at all pleasant, and I suggest you visit other five stars hotels if you want a more luxurious experience and get your money worth",Negative,experience,-,General,null,"not at all pleasant,",Negative
156,"There are basics that may ruin the whole experience, although they are small. Below are few examples
1. Some of the furniture looks dirty (e.g. tables). I contacted the management and housekeeping and they claim that due to the “sun and heat” they look dirty as the color has faded and there is nothing they can do about it. You would expect a 5 stars to be able to simply purchase better furniture. 
2. I have requested a “newly wed package” that includes dinner and room decorations (flowers, cake, etc) and they were not present during the agreed time which ruined the whole experience. After about 5,000 calls to management they apologized and offered free lunch. 
My experience was not at all pleasant, and I suggest you visit other five stars hotels if you want a more luxurious experience and get your money worth",Negative,null,requested,General,null,not present,Negative
157,The location is excellent. The breakfast and dinner was great.,Positive,location,-,Location,excellent,,Positive
157,The location is excellent. The breakfast and dinner was great.,Positive,breakfast and dinner,-,Food and beverage,great,,Positive
158,Huge amounts and choice of food for buffet breakfast and dinners.,Positive,food for buffet breakfast and dinners,-,Food and beverage,"Huge amounts
choice",,Positive
159,"I booked a room with breakfast included which was a big mistake. I told the reception and the duty manager That it will not be possible for me to do breakfast tomorrow as I would be checking out tonight at  11pm as had a flights from Jeddah.
I requested that the breakfast be changed to dinner and I happy to pay Extra. I was told it would not be possible and I would not be refunded for it either which was very disappointing and poor customer care.",Negative,null,requested,General,null,not be possible,Negative
160,"Location is good. Room decoration is good.
Fast elevators.",Positive,elevators,,Amenities ,Fast,,Positive
160,"Location is good. Room decoration is good.
Fast elevators.",Positive,decoration,,Furniture ,good,,Positive
160,"Location is good. Room decoration is good.
Fast elevators.",Positive,Location,,Location,good,,Positive
161,"I was thinking the hotel would be more beautiful than what we got .. 
We had our dinner in the restaurant and was very expensive because the food we eat wasn’t ok according to the money that we paid for..therefore; we did not order our breakfast in the hotel..",Negative,dinner,-,Value,expensive,,Negative
161,"I was thinking the hotel would be more beautiful than what we got .. 
We had our dinner in the restaurant and was very expensive because the food we eat wasn’t ok according to the money that we paid for..therefore; we did not order our breakfast in the hotel..",Negative,food,-,Value,null,wasn’t ok according to the money that we paid for,Negative
161,"I was thinking the hotel would be more beautiful than what we got .. 
We had our dinner in the restaurant and was very expensive because the food we eat wasn’t ok according to the money that we paid for..therefore; we did not order our breakfast in the hotel..",Negative,hotel,-,General,null,would be more beautiful,Negative
162,"Place is great where you can enjoy a close by walk along the corniche of jeddah with fountain view, part of intercontenintal building, so great clean room and in room dinner was perfect.",Positive,room,-,Housekeeping,clean,,Positive
162,"Place is great where you can enjoy a close by walk along the corniche of jeddah with fountain view, part of intercontenintal building, so great clean room and in room dinner was perfect.",Positive,Place,-,General,great,,Positive
162,"Place is great where you can enjoy a close by walk along the corniche of jeddah with fountain view, part of intercontenintal building, so great clean room and in room dinner was perfect.",Positive,null,-,Location,null,close by,Positive
162,"Place is great where you can enjoy a close by walk along the corniche of jeddah with fountain view, part of intercontenintal building, so great clean room and in room dinner was perfect.",Positive,dinner,,Food and beverage,perfect,,Positive
163,"I think the best hotel you can find in this small city. Lavish breakfast and dinner. A special shout out to their Manager - Mr. Badr, who goes that extra mile to help guests. Would definitely stay again.",Positive,hotel,-,General,best,,Positive
163,"I think the best hotel you can find in this small city. Lavish breakfast and dinner. A special shout out to their Manager - Mr. Badr, who goes that extra mile to help guests. Would definitely stay again.",Positive,breakfast and dinner,-,Food and beverage,Lavish,,Positive
163,"I think the best hotel you can find in this small city. Lavish breakfast and dinner. A special shout out to their Manager - Mr. Badr, who goes that extra mile to help guests. Would definitely stay again.",Positive,Manager,-,Human Resources ,null,goes that extra mile,Positive
164,"Food at dinner was not hot enough. Moderate place. Be it open buffet, you still have to pay if you request a cold drink",Negative,place,-,General,Moderate,,Negative
164,"Food at dinner was not hot enough. Moderate place. Be it open buffet, you still have to pay if you request a cold drink",Negative,buffet,-,Value,null,have to pay if you request a cold drink,Negative
164,"Food at dinner was not hot enough. Moderate place. Be it open buffet, you still have to pay if you request a cold drink",Negative,Food,-,Food and beverage,null,not hot enough,Negative
165,Old battered property to the point of sockets and appliences falling off when touched. Electric sockets in weird places and most not working.Poor communication with reception and housekeeping. Awful experience in main restaurant both for breakfast and dinner ; food is not fresh- no nealthy choices- staff have zero info about food ( they go by guessing answers) food quality is below average if not horrible.Needless to say it is expensive at 190+ per person for dinner and 150+ for breakfast !!! I,Negative,restaurant ,-,Food and beverage, Awful experience,,Negative
165,Old battered property to the point of sockets and appliences falling off when touched. Electric sockets in weird places and most not working.Poor communication with reception and housekeeping. Awful experience in main restaurant both for breakfast and dinner ; food is not fresh- no nealthy choices- staff have zero info about food ( they go by guessing answers) food quality is below average if not horrible.Needless to say it is expensive at 190+ per person for dinner and 150+ for breakfast !!! I,Negative,food quality ,-,Food and beverage, below average,,Negative
165,Old battered property to the point of sockets and appliences falling off when touched. Electric sockets in weird places and most not working.Poor communication with reception and housekeeping. Awful experience in main restaurant both for breakfast and dinner ; food is not fresh- no nealthy choices- staff have zero info about food ( they go by guessing answers) food quality is below average if not horrible.Needless to say it is expensive at 190+ per person for dinner and 150+ for breakfast !!! I,Negative,null,it ,Value,expensive ,,Negative
165,Old battered property to the point of sockets and appliences falling off when touched. Electric sockets in weird places and most not working.Poor communication with reception and housekeeping. Awful experience in main restaurant both for breakfast and dinner ; food is not fresh- no nealthy choices- staff have zero info about food ( they go by guessing answers) food quality is below average if not horrible.Needless to say it is expensive at 190+ per person for dinner and 150+ for breakfast !!! I,Negative,sockets and appliences,-,Engineering,falling off,,Negative
165,Old battered property to the point of sockets and appliences falling off when touched. Electric sockets in weird places and most not working.Poor communication with reception and housekeeping. Awful experience in main restaurant both for breakfast and dinner ; food is not fresh- no nealthy choices- staff have zero info about food ( they go by guessing answers) food quality is below average if not horrible.Needless to say it is expensive at 190+ per person for dinner and 150+ for breakfast !!! I,Negative,property ,-,General,Old ,,Negative
165,Old battered property to the point of sockets and appliences falling off when touched. Electric sockets in weird places and most not working.Poor communication with reception and housekeeping. Awful experience in main restaurant both for breakfast and dinner ; food is not fresh- no nealthy choices- staff have zero info about food ( they go by guessing answers) food quality is below average if not horrible.Needless to say it is expensive at 190+ per person for dinner and 150+ for breakfast !!! I,Negative,communication ,-,Human Resources ,Poor ,,Negative
165,Old battered property to the point of sockets and appliences falling off when touched. Electric sockets in weird places and most not working.Poor communication with reception and housekeeping. Awful experience in main restaurant both for breakfast and dinner ; food is not fresh- no nealthy choices- staff have zero info about food ( they go by guessing answers) food quality is below average if not horrible.Needless to say it is expensive at 190+ per person for dinner and 150+ for breakfast !!! I,Negative,sockets ,-,Engineering,, in weird places and most not working,Negative
165,Old battered property to the point of sockets and appliences falling off when touched. Electric sockets in weird places and most not working.Poor communication with reception and housekeeping. Awful experience in main restaurant both for breakfast and dinner ; food is not fresh- no nealthy choices- staff have zero info about food ( they go by guessing answers) food quality is below average if not horrible.Needless to say it is expensive at 190+ per person for dinner and 150+ for breakfast !!! I,Negative,staff ,-,Human Resources ,,have zero info about food ,Negative
165,Old battered property to the point of sockets and appliences falling off when touched. Electric sockets in weird places and most not working.Poor communication with reception and housekeeping. Awful experience in main restaurant both for breakfast and dinner ; food is not fresh- no nealthy choices- staff have zero info about food ( they go by guessing answers) food quality is below average if not horrible.Needless to say it is expensive at 190+ per person for dinner and 150+ for breakfast !!! I,Negative,food ,-,Food and beverage,,not fresh no nealthy choices,Negative
166,"Great location, great facilities for a work trip, great breakfast and I liked the buffet dinner. very convenient, fresh and a lot of variety",Positive,breakfast,-,Food and beverage,great,,Positive
166,"Great location, great facilities for a work trip, great breakfast and I liked the buffet dinner. very convenient, fresh and a lot of variety",Positive,facilities,-,Amenities ,great,,Positive
166,"Great location, great facilities for a work trip, great breakfast and I liked the buffet dinner. very convenient, fresh and a lot of variety",Positive,location,-,Location,great,,Positive
166,"Great location, great facilities for a work trip, great breakfast and I liked the buffet dinner. very convenient, fresh and a lot of variety",Positive,buffet dinner,-,Food and beverage,liked,,Positive
167,"1. Room size is little small.
2. Breakfast buffet has limited variety of food.
3. Only 3 lifts in hotel.
4. Since we also have a kid and due to small room, we ended up eating KFC dinner on our bed.",Negative,Breakfast buffet,-,Food and beverage,limited variety of food,,Negative
167,"1. Room size is little small.
2. Breakfast buffet has limited variety of food.
3. Only 3 lifts in hotel.
4. Since we also have a kid and due to small room, we ended up eating KFC dinner on our bed.",Negative,lifts,-,Amenities ,null,Only 3,Negative
167,"1. Room size is little small.
2. Breakfast buffet has limited variety of food.
3. Only 3 lifts in hotel.
4. Since we also have a kid and due to small room, we ended up eating KFC dinner on our bed.",Negative,Room size,-,Room,small,,Negative
168,"Great location, with amazing sea view. The pool is awesome for the kids. We were able to accommodate a family of 4 because the sofas are sofa beds and they brought us extra blankets and pillows. The staff was really friendly and everything was clean.",Positive,view,-,General,amazing,,Positive
168,"Great location, with amazing sea view. The pool is awesome for the kids. We were able to accommodate a family of 4 because the sofas are sofa beds and they brought us extra blankets and pillows. The staff was really friendly and everything was clean.",Positive,pool,-,Amenities ,awesome,,Positive
168,"Great location, with amazing sea view. The pool is awesome for the kids. We were able to accommodate a family of 4 because the sofas are sofa beds and they brought us extra blankets and pillows. The staff was really friendly and everything was clean.",Positive,everything,-,General,clean,,Positive
168,"Great location, with amazing sea view. The pool is awesome for the kids. We were able to accommodate a family of 4 because the sofas are sofa beds and they brought us extra blankets and pillows. The staff was really friendly and everything was clean.",Positive,staff,-,Human Resources ,friendly,,Positive
